file 1	file 2	# same commits	# commits file 1	# commits file 2
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/GameState.cs	7	14	33
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/GameManager.cs	7	9	54
Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	6	6	10
Assets/Scripts/GameLogic/Player.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	6	25	10
Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	Assets/Scripts/GameLogic/AIPlayer.cs	6	11	9
Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	Assets/Scripts/UI/ScoreObserver.cs	6	11	9
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/GameManager.cs	6	7	54
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/Card.cs	6	7	26
Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	Assets/Scripts/GameLogic/GameState.cs	6	6	33
Assets/Scripts/GameLogic/AIPlayer.cs	Assets/Scripts/GameLogic/Player.cs	6	9	25
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/GameState.cs	6	9	33
Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	Assets/Scripts/GameLogic/Card.cs	6	6	26
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/Tile.cs	6	14	24
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/Card.cs	6	9	26
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/Player.cs	6	9	25
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/GameManager.cs	6	7	54
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/GameLogic/Board.cs	5	11	40
Assets/Scripts/GameLogic/GameState.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	5	33	5
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	5	9	10
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/Card.cs	5	7	26
Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	5	11	10
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/Board.cs	5	7	40
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/Player.cs	5	7	25
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/Tile.cs	5	7	24
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/Board.cs	5	7	40
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/Card.cs	5	14	26
Assets/Scripts/GameLogic/Board.cs	Assets/Scripts/UI/ScoreObserver.cs	5	40	9
Assets/Scripts/GameLogic/AIPlayer.cs	Assets/Scripts/GameLogic/Board.cs	5	9	40
Assets/Scripts/GameLogic/Board.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	5	40	10
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/GameManager.cs	5	6	54
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/Player.cs	5	14	25
Assets/Scripts/GameLogic/GameManager.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	5	54	10
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/Player.cs	5	7	25
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/GameState.cs	5	7	33
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/GameState.cs	5	7	33
Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	4	11	6
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/GameLogic/Board.cs	4	5	40
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/AIPlayer.cs	4	6	9
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/GameLogic/Board.cs	4	4	40
Assets/Scripts/UI/ScoreObserver.cs	Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	4	9	6
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	4	6	11
Assets/Scripts/GameLogic/Board.cs	Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	4	40	6
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/GameState.cs	4	6	33
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/GameLogic/GameManager.cs	4	11	54
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/Board.cs	4	7	40
Assets/Scripts/GameLogic/GenerationConfig.cs	Assets/Scripts/GameLogic/Board.cs	4	4	40
Assets/Scripts/GameLogic/Player.cs	Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	4	25	6
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	4	7	11
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/Card.cs	4	4	26
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/GameManager.cs	4	7	54
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/Player.cs	4	6	25
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/Board.cs	4	6	40
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/AIPlayer.cs	4	7	9
Assets/Scripts/GameLogic/GenerationConfig.cs	Assets/Scripts/GameLogic/Tile.cs	4	4	24
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/SceneChanger.cs	4	7	14
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/UI/PlayerTurnUi.cs	4	7	6
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	4	4	7
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/GameLogic/Tile.cs	4	11	24
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/UI/Menu/ButtonController.cs	4	5	5
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/Card.cs	4	6	26
Assets/Scripts/SceneChanger.cs	Assets/Scripts/Environnement/CloudSpawner.cs	4	14	7
Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	Assets/Scripts/GameLogic/GameManager.cs	4	6	54
Assets/Scripts/GameLogic/CardEffects/NextTurnEffect.cs	Assets/Scripts/GameLogic/GameState.cs	3	3	33
Assets/Scripts/GameLogic/GameManager.cs	Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	3	54	4
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/Tile.cs	3	4	24
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/GameState.cs	3	4	33
Assets/Scripts/GameLogic/Player.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	3	25	5
Assets/Scripts/Environnement/AnimalAnimatorController.cs	Assets/Scripts/Environnement/AnimalMouvement.cs	3	3	11
Assets/Scripts/GameLogic/Board.cs	Assets/Scripts/CameraController.cs	3	40	10
Assets/Scripts/GameLogic/CardEffects/NextTurnEffect.cs	Assets/Scripts/GameLogic/GameManager.cs	3	3	54
Assets/Scripts/Environnement/CloudMouvement.cs	Assets/Scripts/Environnement/CloudSpawner.cs	3	3	7
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/Tile.cs	3	4	24
Assets/Scripts/Environnement/CloudMouvement.cs	Assets/Scripts/CameraController.cs	3	3	10
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/Card.cs	3	4	26
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/Environnement/AnimalMouvement.cs	3	5	11
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/GameState.cs	3	4	33
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/Tile.cs	3	7	24
Assets/Scripts/SceneChanger.cs	Assets/Scripts/UI/PlayerTurnUi.cs	3	14	6
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/Environnement/AnimalAnimatorController.cs	3	5	3
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/GameManager.cs	3	4	54
Assets/Scripts/GameLogic/CardEffects/NextTurnEffect.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	3	3	5
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/CameraController.cs	3	4	10
Assets/Scripts/GameLogic/Player.cs	Assets/Scripts/GameLogic/CardEffects/NextTurnEffect.cs	3	25	3
Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	Assets/Scripts/GameLogic/Tile.cs	3	11	24
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/CameraController.cs	3	7	10
Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	Assets/Scripts/GameLogic/GameState.cs	3	4	33
Assets/Scripts/GameLogic/GameManager.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	3	54	5
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/GameManager.cs	3	4	54
Assets/Scripts/Environnement/AnimalAnimatorController.cs	Assets/Scripts/GameLogic/Board.cs	3	3	40
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/Enum/PlayerType.cs	2	14	2
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/SceneChanger.cs	2	4	14
Assets/Scripts/GameLogic/CardEffects/NextTurnEffect.cs	Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	2	3	4
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/Card.cs	2	7	26
Assets/Scripts/GameLogic/Player.cs	Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	2	25	4
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/UI/TileInfo.cs	2	7	7
Assets/Scripts/GameLogic/AIPlayer.cs	Assets/Scripts/GameLogic/Tile.cs	2	9	24
Assets/Scripts/UI/Menu/ButtonController.cs	Assets/Scripts/UI/Chat.cs	2	5	7
Assets/Scripts/GameLogic/Cards/FreeCard.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	2	5	10
Assets/Scripts/UI/Chat.cs	Assets/Scripts/CameraController.cs	2	7	10
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/Card.cs	2	2	26
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/Tile.cs	2	7	24
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/Player.cs	2	4	25
Assets/Scripts/Audio/AudioManager.cs	Assets/Scripts/UI/Menu/InGameMenu.cs	2	3	4
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/UI/Menu/InGameMenu.cs	2	5	4
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	2	7	10
Assets/Scripts/GameLogic/Tile.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	2	24	10
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	2	2	7
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/UI/Menu/ButtonController.cs	2	5	5
Assets/Scripts/GameLogic/PlayerInputDetection.cs	Assets/Scripts/GameLogic/GameManager.cs	2	2	54
Assets/Scripts/GameLogic/AIPlayer.cs	Assets/Scripts/UI/ScoreObserver.cs	2	9	9
Assets/Scripts/SceneChanger.cs	Assets/Scripts/UI/TileInfo.cs	2	14	7
Assets/Scripts/UI/ResourcePanel/ResourcesPanel.cs	Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	2	3	7
Assets/Scripts/UI/Menu/ButtonController.cs	Assets/Scripts/Audio/AudioManager.cs	2	5	3
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/GameManager.cs	2	2	54
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/Testing&Debug/GameLogger.cs	2	4	2
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/SceneChanger.cs	2	4	14
Assets/Scripts/GameLogic/CardEffects/GainRessourceOfType.cs	Assets/Scripts/GameLogic/Cards/MineralSurge.cs	2	2	5
Assets/Scripts/GameLogic/RessourceButtonHandler.cs	Assets/Scripts/GameLogic/Tile.cs	2	3	24
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/GameLogic/GameManager.cs	2	2	54
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/GameState.cs	2	2	33
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/UI/Chat.cs	2	5	7
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/Player.cs	2	2	25
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	2	2	7
Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	2	4	5
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/GameLogic/Board.cs	2	4	40
Assets/Scripts/GameLogic/RessourceButtonHandler.cs	Assets/Scripts/GameLogic/GameManager.cs	2	3	54
Assets/Scripts/UI/ResourcePanel/ResourcesPanel.cs	Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	2	3	4
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/Environnement/CloudSpawner.cs	2	7	7
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/Board.cs	2	4	40
Assets/Scripts/UI/Menu/ButtonController.cs	Assets/Scripts/UI/Menu/InGameMenu.cs	2	5	4
Assets/Scripts/SceneChanger.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	2	14	11
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/Audio/AudioManager.cs	2	5	3
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/Tile.cs	2	2	24
Assets/Scripts/UI/ResourcePanel/ResourcesPanel.cs	Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	2	3	2
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/UI/PlayerTurnUi.cs	2	2	6
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	2	2	4
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/Player.cs	2	7	25
Assets/Scripts/UI/Chat.cs	Assets/Scripts/GameLogic/Tile.cs	1	7	24
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/UI/ScoreObserver.cs	1	11	9
Assets/Scripts/GameLogic/IClickable.cs	Assets/Scripts/GameLogic/GameManager.cs	1	1	54
Assets/Scripts/UI/PlayerTurnUi.cs	Assets/Scripts/GameLogic/Tile.cs	1	6	24
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/UI/Chat.cs	1	7	7
Assets/Scripts/GameLogic/IClickable.cs	Assets/Scripts/GameLogic/Tile.cs	1	1	24
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/GameLogic/AIPlayer.cs	1	2	9
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/Player.cs	1	1	25
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/Enum/TileType.cs	1	1	4
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/UI/TileInfo.cs	1	2	7
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/TileInfo.cs	1	2	7
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/GameLogic/Tile.cs	1	5	24
Assets/Scripts/GameLogic/IClickable.cs	Assets/Scripts/GameLogic/Card.cs	1	1	26
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/Enum/TileType.cs	1	1	4
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/Board.cs	1	1	40
Assets/Scripts/GameLogic/GameManager.cs	Assets/Scripts/UI/Chat.cs	1	54	7
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/UI/Menu/ButtonController.cs	1	4	5
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/GameLogic/GameState.cs	1	5	33
Assets/Scripts/UI/Menu/ButtonController.cs	Assets/Scripts/GameLogic/Card.cs	1	5	26
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/UI/Menu/ButtonListController.cs	1	4	5
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/Tile.cs	1	1	24
Assets/Scripts/GameLogic/HumanPlayer.cs	Assets/Scripts/GameLogic/AIPlayer.cs	1	1	9
Assets/Scripts/GameLogic/HumanPlayer.cs	Assets/Scripts/GameLogic/GameManager.cs	1	1	54
Assets/Scripts/GameLogic/CardConditions/ICardCondition.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	1	1	10
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/Chat.cs	1	2	7
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/GameLogic/GameManager.cs	1	2	54
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/UI/TileInfo.cs	1	5	7
Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	1	4	10
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/GameLogic/GameState.cs	1	7	33
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	1	2	11
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/GameState.cs	1	1	33
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/GameLogic/Tile.cs	1	4	24
Assets/Scripts/GameLogic/Card.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	1	26	5
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/GameState.cs	1	1	33
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/GameLogic/Cards/CardData.cs	1	2	10
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/UI/PlayerTurnUi.cs	1	7	6
Assets/Scripts/GameLogic/HumanPlayer.cs	Assets/Scripts/GameLogic/Player.cs	1	1	25
Assets/Scripts/GameLogic/Cards/GetOnePointCard.cs	Assets/Scripts/GameLogic/Card.cs	1	4	26
Assets/Scripts/UI/TileInfo.cs	Assets/Scripts/UI/ScoreObserver.cs	1	7	9
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/UI/TileInfo.cs	1	7	7
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/UI/AnimationController.cs	1	4	5
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	1	4	11
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/GameLogic/Player.cs	1	4	25
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/Card.cs	1	1	26
Assets/Scripts/GameLogic/CardConditions/ICardCondition.cs	Assets/Scripts/GameLogic/CardConditions/ExempleForestTile.cs	1	1	1
Assets/Scripts/GameLogic/HumanPlayer.cs	Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	1	1	1
Assets/Scripts/UI/Menu/ButtonController.cs	Assets/Scripts/GameLogic/Board.cs	1	5	40
Assets/Scripts/SceneChanger.cs	Assets/Scripts/UI/ScoreObserver.cs	1	14	9
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/UI/ScoreObserver.cs	1	7	9
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/Card.cs	1	1	26
Assets/Scripts/GameLogic/CardConditions/ExempleForestTile.cs	Assets/Scripts/GameLogic/Card.cs	1	1	26
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/UI/Chat.cs	1	4	7
Assets/Scripts/GameLogic/IClickable.cs	Assets/Scripts/GameLogic/PlayerInputNotifier.cs	1	1	4
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/UI/Menu/ButtonController.cs	1	4	5
Assets/Scripts/SceneChanger.cs	Assets/Scripts/UI/Menu/ButtonListController.cs	1	14	5
Assets/Scripts/GameLogic/Board.cs	Assets/Scripts/UI/Chat.cs	1	40	7
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/UI/PlayerTurnUi.cs	1	11	6
Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	Assets/Scripts/UI/TileInfo.cs	1	4	7
Assets/Scripts/GameLogic/CardConditions/ICardCondition.cs	Assets/Scripts/GameLogic/Card.cs	1	1	26
Assets/Scripts/UI/ResourcePanel/ResourcesPanel.cs	Assets/Scripts/UI/Chat.cs	1	3	7
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	1	1	11
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/SceneChanger.cs	1	5	14
Assets/Scripts/Environnement/CloudSpawner.cs	Assets/Scripts/Environnement/AnimalMouvement.cs	1	7	11
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	1	11	11
Assets/Scripts/Environnement/AnimalMouvement.cs	Assets/Scripts/GameLogic/GameState.cs	1	11	33
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/UI/Menu/ButtonController.cs	1	7	5
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/Tile.cs	1	1	24
Assets/Scripts/GameLogic/HumanPlayer.cs	Assets/Scripts/GameLogic/Board.cs	1	1	40
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/GameLogic/GameManager.cs	1	4	54
Assets/Scripts/GameLogic/Enum/PlayerType.cs	Assets/Scripts/UI/ScoreObserver.cs	1	2	9
Assets/Scripts/UI/ResourcePanel/ResourcesPanel.cs	Assets/Scripts/GameLogic/GameManager.cs	1	3	54
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/GameLogic/Board.cs	1	5	40
Assets/Scripts/GameLogic/PlayerInputNotifier.cs	Assets/Scripts/UI/ResourcePanel/ResourceIncomeObserver.cs	1	4	4
Assets/Scripts/GameLogic/CardEffects/ICardEffect.cs	Assets/Scripts/GameLogic/Board.cs	1	1	40
Assets/Scripts/GameLogic/CardEffects/ExempleEffect.cs	Assets/Scripts/GameLogic/Cards/FreeCard.cs	1	6	5
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/UI/Chat.cs	1	7	7
Assets/Scripts/GameLogic/Enum/TileType.cs	Assets/Scripts/GameLogic/AIPlayer.cs	1	4	9
Assets/Scripts/UI/ResourcePanel/ResourceObserver.cs	Assets/Scripts/GameLogic/Enum/PlayerType.cs	1	7	2
Assets/Scripts/UI/AnimationController.cs	Assets/Scripts/UI/TileInfo.cs	1	5	7
Assets/Scripts/Testing&Debug/GameLogger.cs	Assets/Scripts/GameLogic/Board.cs	1	2	40
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/Menu/ButtonListController.cs	1	2	5
Assets/Scripts/UI/Menu/ButtonListController.cs	Assets/Scripts/GameLogic/Card.cs	1	5	26
Assets/Scripts/UI/ResourcePanel/ResourceAnimationController.cs	Assets/Scripts/UI/AnimationController.cs	1	2	5
Assets/Scripts/GameLogic/Enum/RessourceTypes.cs	Assets/Scripts/GameLogic/CardEffects/GainPointEffect.cs	1	1	11
